102051 silly lifecycle isexe@2.0.0~preinstall: no script for preinstall, continuing
110092 info lifecycle align-text@0.1.4~install: align-text@0.1.4
110093 silly lifecycle align-text@0.1.4~install: no script for install, continuing
110094 silly install center-align@0.1.3 /home/azureuser/compair/node_modules/.staging/center-align-bad8363a
110095 info lifecycle center-align@0.1.3~install: center-align@0.1.3
110096 silly lifecycle center-align@0.1.3~install: no script for install, continuing
110097 silly install repeating@2.0.1 /home/azureuser/compair/node_modules/.staging/repeating-94dfd82f
110098 info lifecycle repeating@2.0.1~install: repeating@2.0.1
110099 silly lifecycle repeating@2.0.1~install: no script for install, continuing
110100 silly install indent-string@2.1.0 /home/azureuser/compair/node_modules/.staging/indent-string-8433d9ef
110101 info lifecycle indent-string@2.1.0~install: indent-string@2.1.0
110102 silly lifecycle indent-string@2.1.0~install: no script for install, continuing
110103 silly install replace-ext@1.0.0 /home/azureuser/compair/node_modules/.staging/replace-ext-72e6cfa1
110104 info lifecycle replace-ext@1.0.0~install: replace-ext@1.0.0
110105 silly lifecycle replace-ext@1.0.0~install: no script for install, continuing
110106 silly install qs@6.5.2 /home/azureuser/compair/node_modules/.staging/qs-69e4ec7e
110107 info lifecycle qs@6.5.2~install: qs@6.5.2
110108 silly lifecycle qs@6.5.2~install: no script for install, continuing
110109 silly install require-directory@2.1.1 /home/azureuser/compair/node_modules/.staging/require-directory-5acc9441
110110 info lifecycle require-directory@2.1.1~install: require-directory@2.1.1
110111 silly lifecycle require-directory@2.1.1~install: no script for install, continuing
110112 silly install require-main-filename@1.0.1 /home/azureuser/compair/node_modules/.staging/require-main-filename-225a25b4
110113 info lifecycle require-main-filename@1.0.1~install: require-main-filename@1.0.1
110114 silly lifecycle require-main-filename@1.0.1~install: no script for install, continuing
110115 silly install requires-port@1.0.0 /home/azureuser/compair/node_modules/.staging/requires-port-55714e15
110116 info lifecycle requires-port@1.0.0~install: requires-port@1.0.0
110117 silly lifecycle requires-port@1.0.0~install: no script for install, continuing
110118 silly install http-proxy@1.17.0 /home/azureuser/compair/node_modules/.staging/http-proxy-04b5d00f
110119 info lifecycle http-proxy@1.17.0~install: http-proxy@1.17.0
110120 silly lifecycle http-proxy@1.17.0~install: no script for install, continuing
110121 silly install resolve@1.11.1 /home/azureuser/compair/node_modules/.staging/resolve-7f69f16d
110122 info lifecycle resolve@1.11.1~install: resolve@1.11.1
110123 silly lifecycle resolve@1.11.1~install: no script for install, continuing
110124 silly install rechoir@0.6.2 /home/azureuser/compair/node_modules/.staging/rechoir-35c99d45
110125 info lifecycle rechoir@0.6.2~install: rechoir@0.6.2
110126 silly lifecycle rechoir@0.6.2~install: no script for install, continuing
110127 silly install resolve-url@0.2.1 /home/azureuser/compair/node_modules/.staging/resolve-url-fdb09d56
110128 info lifecycle resolve-url@0.2.1~install: resolve-url@0.2.1
110129 silly lifecycle resolve-url@0.2.1~install: no script for install, continuing
110130 silly install restore-cursor@1.0.1 /home/azureuser/compair/node_modules/.staging/restore-cursor-52c23ac9
110131 info lifecycle restore-cursor@1.0.1~install: restore-cursor@1.0.1
110132 silly lifecycle restore-cursor@1.0.1~install: no script for install, continuing
110133 silly install cli-cursor@1.0.2 /home/azureuser/compair/node_modules/.staging/cli-cursor-d01545ad
110134 info lifecycle cli-cursor@1.0.2~install: cli-cursor@1.0.2
110135 silly lifecycle cli-cursor@1.0.2~install: no script for install, continuing
110136 silly install ret@0.1.15 /home/azureuser/compair/node_modules/.staging/ret-4c0aa4ad
110137 info lifecycle ret@0.1.15~install: ret@0.1.15
110138 silly lifecycle ret@0.1.15~install: no script for install, continuing
110139 silly install rev-hash@2.0.0 /home/azureuser/compair/node_modules/.staging/rev-hash-2b24bb3c
110140 info lifecycle rev-hash@2.0.0~install: rev-hash@2.0.0
110141 silly lifecycle rev-hash@2.0.0~install: no script for install, continuing
110142 silly install rev-path@2.0.0 /home/azureuser/compair/node_modules/.staging/rev-path-0173ef6e
110143 info lifecycle rev-path@2.0.0~install: rev-path@2.0.0
110144 silly lifecycle rev-path@2.0.0~install: no script for install, continuing
110145 silly install rfdc@1.1.4 /home/azureuser/compair/node_modules/.staging/rfdc-584df110
110146 info lifecycle rfdc@1.1.4~install: rfdc@1.1.4
110147 silly lifecycle rfdc@1.1.4~install: no script for install, continuing
110148 silly install right-align@0.1.3 /home/azureuser/compair/node_modules/.staging/right-align-b0a9db99
110149 info lifecycle right-align@0.1.3~install: right-align@0.1.3
110150 silly lifecycle right-align@0.1.3~install: no script for install, continuing
110151 silly install rx-lite@3.1.2 /home/azureuser/compair/node_modules/.staging/rx-lite-8a28ca99
110152 info lifecycle rx-lite@3.1.2~install: rx-lite@3.1.2
110153 silly lifecycle rx-lite@3.1.2~install: no script for install, continuing
110154 silly install safe-buffer@5.1.2 /home/azureuser/compair/node_modules/.staging/safe-buffer-2b99a9fc
110155 info lifecycle safe-buffer@5.1.2~install: safe-buffer@5.1.2
110156 silly lifecycle safe-buffer@5.1.2~install: no script for install, continuing
110157 silly install convert-source-map@1.6.0 /home/azureuser/compair/node_modules/.staging/convert-source-map-21bffcaa
110158 info lifecycle convert-source-map@1.6.0~install: convert-source-map@1.6.0
110159 silly lifecycle convert-source-map@1.6.0~install: no script for install, continuing
110160 silly install safe-json-parse@1.0.1 /home/azureuser/compair/node_modules/.staging/safe-json-parse-e693560f
110161 info lifecycle safe-json-parse@1.0.1~install: safe-json-parse@1.0.1
110162 silly lifecycle safe-json-parse@1.0.1~install: no script for install, continuing
110163 silly install safe-regex@1.1.0 /home/azureuser/compair/node_modules/.staging/safe-regex-69d8a3b6
110164 info lifecycle safe-regex@1.1.0~install: safe-regex@1.1.0
110165 silly lifecycle safe-regex@1.1.0~install: no script for install, continuing
110166 silly install regex-not@1.0.2 /home/azureuser/compair/node_modules/.staging/regex-not-479b0316
110167 info lifecycle regex-not@1.0.2~install: regex-not@1.0.2
110168 silly lifecycle regex-not@1.0.2~install: no script for install, continuing
110169 silly install safer-buffer@2.1.2 /home/azureuser/compair/node_modules/.staging/safer-buffer-5997643f
110170 info lifecycle safer-buffer@2.1.2~install: safer-buffer@2.1.2
110171 silly lifecycle safer-buffer@2.1.2~install: no script for install, continuing
110172 silly install iconv-lite@0.4.24 /home/azureuser/compair/node_modules/.staging/iconv-lite-5d9e25d2
110173 info lifecycle iconv-lite@0.4.24~install: iconv-lite@0.4.24
110174 silly lifecycle iconv-lite@0.4.24~install: no script for install, continuing
110175 silly install ecc-jsbn@0.1.2 /home/azureuser/compair/node_modules/.staging/ecc-jsbn-7739c1df
110176 info lifecycle ecc-jsbn@0.1.2~install: ecc-jsbn@0.1.2
110177 silly lifecycle ecc-jsbn@0.1.2~install: no script for install, continuing
110178 silly install asn1@0.2.4 /home/azureuser/compair/node_modules/.staging/asn1-bab8c050
110179 info lifecycle asn1@0.2.4~install: asn1@0.2.4
110180 silly lifecycle asn1@0.2.4~install: no script for install, continuing
110181 silly install async@2.6.3 /home/azureuser/compair/node_modules/.staging/async-12ec6fd8
110182 info lifecycle async@2.6.3~install: async@2.6.3
110183 silly lifecycle async@2.6.3~install: no script for install, continuing
110184 silly install saucelabs@1.5.0 /home/azureuser/compair/node_modules/.staging/saucelabs-9c728447
110185 info lifecycle saucelabs@1.5.0~install: saucelabs@1.5.0
110186 silly lifecycle saucelabs@1.5.0~install: no script for install, continuing
110187 silly install sax@1.2.4 /home/azureuser/compair/node_modules/.staging/sax-768a63d0
110188 info lifecycle sax@1.2.4~install: sax@1.2.4
110189 silly lifecycle sax@1.2.4~install: no script for install, continuing
110190 silly install semver@5.7.0 /home/azureuser/compair/node_modules/.staging/semver-fe5b42d8
110191 info lifecycle semver@5.7.0~install: semver@5.7.0
110192 silly lifecycle semver@5.7.0~install: no script for install, continuing
110193 silly install statuses@1.4.0 /home/azureuser/compair/node_modules/.staging/statuses-e86f69c5
110194 info lifecycle statuses@1.4.0~install: statuses@1.4.0
110195 silly lifecycle statuses@1.4.0~install: no script for install, continuing
110196 silly install mime@1.6.0 /home/azureuser/compair/node_modules/.staging/mime-55e8d416
110197 info lifecycle mime@1.6.0~install: mime@1.6.0
110198 silly lifecycle mime@1.6.0~install: no script for install, continuing
110199 silly install ms@2.1.1 /home/azureuser/compair/node_modules/.staging/ms-5a2ffb1f
110200 info lifecycle ms@2.1.1~install: ms@2.1.1
110201 silly lifecycle ms@2.1.1~install: no script for install, continuing
110202 silly install setprototypeof@1.1.1 /home/azureuser/compair/node_modules/.staging/setprototypeof-db34f7be
110203 info lifecycle setprototypeof@1.1.1~install: setprototypeof@1.1.1
110204 silly lifecycle setprototypeof@1.1.1~install: no script for install, continuing
110205 silly install set-blocking@2.0.0 /home/azureuser/compair/node_modules/.staging/set-blocking-d90d083e
110206 info lifecycle set-blocking@2.0.0~install: set-blocking@2.0.0
110207 silly lifecycle set-blocking@2.0.0~install: no script for install, continuing
110208 silly install set-immediate-shim@1.0.1 /home/azureuser/compair/node_modules/.staging/set-immediate-shim-c4076743
110209 info lifecycle set-immediate-shim@1.0.1~install: set-immediate-shim@1.0.1
110210 silly lifecycle set-immediate-shim@1.0.1~install: no script for install, continuing
110211 silly install extend-shallow@2.0.1 /home/azureuser/compair/node_modules/.staging/extend-shallow-17cc9d28
110212 info lifecycle extend-shallow@2.0.1~install: extend-shallow@2.0.1
110213 silly lifecycle extend-shallow@2.0.1~install: no script for install, continuing
110214 silly install setprototypeof@1.1.0 /home/azureuser/compair/node_modules/.staging/setprototypeof-3f28616e
110215 info lifecycle setprototypeof@1.1.0~install: setprototypeof@1.1.0
110216 silly lifecycle setprototypeof@1.1.0~install: no script for install, continuing
110217 silly install signal-exit@3.0.2 /home/azureuser/compair/node_modules/.staging/signal-exit-2722ae15
110218 info lifecycle signal-exit@3.0.2~install: signal-exit@3.0.2
110219 silly lifecycle signal-exit@3.0.2~install: no script for install, continuing
110220 silly install loud-rejection@1.6.0 /home/azureuser/compair/node_modules/.staging/loud-rejection-3d7ce6ad
110221 info lifecycle loud-rejection@1.6.0~install: loud-rejection@1.6.0
110222 silly lifecycle loud-rejection@1.6.0~install: no script for install, continuing
110223 silly install slash@1.0.0 /home/azureuser/compair/node_modules/.staging/slash-8e0d0ad6
110224 info lifecycle slash@1.0.0~install: slash@1.0.0
110225 silly lifecycle slash@1.0.0~install: no script for install, continuing
110226 silly install is-accessor-descriptor@1.0.0 /home/azureuser/compair/node_modules/.staging/is-accessor-descriptor-dac2ffb8
110227 info lifecycle is-accessor-descriptor@1.0.0~install: is-accessor-descriptor@1.0.0
110228 silly lifecycle is-accessor-descriptor@1.0.0~install: no script for install, continuing
110229 silly install is-data-descriptor@1.0.0 /home/azureuser/compair/node_modules/.staging/is-data-descriptor-d78064eb
110230 info lifecycle is-data-descriptor@1.0.0~install: is-data-descriptor@1.0.0
110231 silly lifecycle is-data-descriptor@1.0.0~install: no script for install, continuing
110232 silly install is-descriptor@1.0.2 /home/azureuser/compair/node_modules/.staging/is-descriptor-8dc5c5b2
110233 info lifecycle is-descriptor@1.0.2~install: is-descriptor@1.0.2
110234 silly lifecycle is-descriptor@1.0.2~install: no script for install, continuing
110235 silly install define-property@1.0.0 /home/azureuser/compair/node_modules/.staging/define-property-e52e5677
110236 info lifecycle define-property@1.0.0~install: define-property@1.0.0
110237 silly lifecycle define-property@1.0.0~install: no script for install, continuing
110238 silly install kind-of@3.2.2 /home/azureuser/compair/node_modules/.staging/kind-of-e6675e90
110239 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
110240 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
110241 silly install snapdragon-util@3.0.1 /home/azureuser/compair/node_modules/.staging/snapdragon-util-4d99888a
110242 info lifecycle snapdragon-util@3.0.1~install: snapdragon-util@3.0.1
110243 silly lifecycle snapdragon-util@3.0.1~install: no script for install, continuing
110244 silly install snapdragon-node@2.1.1 /home/azureuser/compair/node_modules/.staging/snapdragon-node-3acc53db
110245 info lifecycle snapdragon-node@2.1.1~install: snapdragon-node@2.1.1
110246 silly lifecycle snapdragon-node@2.1.1~install: no script for install, continuing
110247 silly install define-property@0.2.5 /home/azureuser/compair/node_modules/.staging/define-property-0cc13c07
110248 info lifecycle define-property@0.2.5~install: define-property@0.2.5
110249 silly lifecycle define-property@0.2.5~install: no script for install, continuing
110250 silly install extend-shallow@2.0.1 /home/azureuser/compair/node_modules/.staging/extend-shallow-67652b0b
110251 info lifecycle extend-shallow@2.0.1~install: extend-shallow@2.0.1
110252 silly lifecycle extend-shallow@2.0.1~install: no script for install, continuing
110253 silly install socket.io-adapter@1.1.1 /home/azureuser/compair/node_modules/.staging/socket.io-adapter-84e31cf2
110254 info lifecycle socket.io-adapter@1.1.1~install: socket.io-adapter@1.1.1
110255 silly lifecycle socket.io-adapter@1.1.1~install: no script for install, continuing
110256 silly install component-emitter@1.2.1 /home/azureuser/compair/node_modules/.staging/component-emitter-1625abc9
110257 info lifecycle component-emitter@1.2.1~install: component-emitter@1.2.1
110258 silly lifecycle component-emitter@1.2.1~install: no script for install, continuing
110259 silly install debug@3.1.0 /home/azureuser/compair/node_modules/.staging/debug-8471714f
110260 info lifecycle debug@3.1.0~install: debug@3.1.0
110261 silly lifecycle debug@3.1.0~install: no script for install, continuing
110262 silly install component-emitter@1.2.1 /home/azureuser/compair/node_modules/.staging/component-emitter-e010f3c7
110263 info lifecycle component-emitter@1.2.1~install: component-emitter@1.2.1
110264 silly lifecycle component-emitter@1.2.1~install: no script for install, continuing
110265 silly install debug@3.1.0 /home/azureuser/compair/node_modules/.staging/debug-e3c8b70a
110266 info lifecycle debug@3.1.0~install: debug@3.1.0
110267 silly lifecycle debug@3.1.0~install: no script for install, continuing
110268 silly install isarray@2.0.1 /home/azureuser/compair/node_modules/.staging/isarray-f4d07636
110269 info lifecycle isarray@2.0.1~install: isarray@2.0.1
110270 silly lifecycle isarray@2.0.1~install: no script for install, continuing
110271 silly install socket.io-parser@3.2.0 /home/azureuser/compair/node_modules/.staging/socket.io-parser-e461ee02
110272 info lifecycle socket.io-parser@3.2.0~install: socket.io-parser@3.2.0
110273 silly lifecycle socket.io-parser@3.2.0~install: no script for install, continuing
110274 silly install debug@3.1.0 /home/azureuser/compair/node_modules/.staging/debug-31fdc5ff
110275 info lifecycle debug@3.1.0~install: debug@3.1.0
110276 silly lifecycle debug@3.1.0~install: no script for install, continuing
110277 silly install sort-keys@2.0.0 /home/azureuser/compair/node_modules/.staging/sort-keys-10f13173
110278 info lifecycle sort-keys@2.0.0~install: sort-keys@2.0.0
110279 silly lifecycle sort-keys@2.0.0~install: no script for install, continuing
110280 silly install source-map@0.5.7 /home/azureuser/compair/node_modules/.staging/source-map-a17648ce
110281 info lifecycle source-map@0.5.7~install: source-map@0.5.7
110282 silly lifecycle source-map@0.5.7~install: no script for install, continuing
110283 silly install source-map-support@0.4.18 /home/azureuser/compair/node_modules/.staging/source-map-support-6784dab4
110284 info lifecycle source-map-support@0.4.18~install: source-map-support@0.4.18
110285 silly lifecycle source-map-support@0.4.18~install: no script for install, continuing
110286 silly install source-map-url@0.4.0 /home/azureuser/compair/node_modules/.staging/source-map-url-46c963bd
110287 info lifecycle source-map-url@0.4.0~install: source-map-url@0.4.0
110288 silly lifecycle source-map-url@0.4.0~install: no script for install, continuing
110289 silly install sparkles@1.0.1 /home/azureuser/compair/node_modules/.staging/sparkles-058d5316
110290 info lifecycle sparkles@1.0.1~install: sparkles@1.0.1
110291 silly lifecycle sparkles@1.0.1~install: no script for install, continuing
110292 silly install has-gulplog@0.1.0 /home/azureuser/compair/node_modules/.staging/has-gulplog-f0f3483f
110293 info lifecycle has-gulplog@0.1.0~install: has-gulplog@0.1.0
110294 silly lifecycle has-gulplog@0.1.0~install: no script for install, continuing
110295 silly install glogg@1.0.2 /home/azureuser/compair/node_modules/.staging/glogg-2029691e
110296 info lifecycle glogg@1.0.2~install: glogg@1.0.2
110297 silly lifecycle glogg@1.0.2~install: no script for install, continuing
110298 silly install gulplog@1.0.0 /home/azureuser/compair/node_modules/.staging/gulplog-08928a8f
110299 info lifecycle gulplog@1.0.0~install: gulplog@1.0.0
110300 silly lifecycle gulplog@1.0.0~install: no script for install, continuing
110301 silly install spdx-exceptions@2.2.0 /home/azureuser/compair/node_modules/.staging/spdx-exceptions-8d1f7483
110302 info lifecycle spdx-exceptions@2.2.0~install: spdx-exceptions@2.2.0
110303 silly lifecycle spdx-exceptions@2.2.0~install: no script for install, continuing
110304 silly install spdx-license-ids@3.0.5 /home/azureuser/compair/node_modules/.staging/spdx-license-ids-2a74a377
110305 info lifecycle spdx-license-ids@3.0.5~install: spdx-license-ids@3.0.5
110306 silly lifecycle spdx-license-ids@3.0.5~install: no script for install, continuing
110307 silly install spdx-expression-parse@3.0.0 /home/azureuser/compair/node_modules/.staging/spdx-expression-parse-e890a67c
110308 info lifecycle spdx-expression-parse@3.0.0~install: spdx-expression-parse@3.0.0
110309 silly lifecycle spdx-expression-parse@3.0.0~install: no script for install, continuing
110310 silly install spdx-correct@3.1.0 /home/azureuser/compair/node_modules/.staging/spdx-correct-0005e3a7
110311 info lifecycle spdx-correct@3.1.0~install: spdx-correct@3.1.0
110312 silly lifecycle spdx-correct@3.1.0~install: no script for install, continuing
110313 silly install split-string@3.1.0 /home/azureuser/compair/node_modules/.staging/split-string-5bfcf219
110314 info lifecycle split-string@3.1.0~install: split-string@3.1.0
110315 silly lifecycle split-string@3.1.0~install: no script for install, continuing
110316 silly install set-value@2.0.1 /home/azureuser/compair/node_modules/.staging/set-value-b06c70a6
110317 info lifecycle set-value@2.0.1~install: set-value@2.0.1
110318 silly lifecycle set-value@2.0.1~install: no script for install, continuing
110319 silly install stack-chain@1.3.7 /home/azureuser/compair/node_modules/.staging/stack-chain-f86c5f79
110320 info lifecycle stack-chain@1.3.7~install: stack-chain@1.3.7
110321 silly lifecycle stack-chain@1.3.7~install: no script for install, continuing
110322 silly install stackframe@1.0.4 /home/azureuser/compair/node_modules/.staging/stackframe-cb77df1a
110323 info lifecycle stackframe@1.0.4~install: stackframe@1.0.4
110324 silly lifecycle stackframe@1.0.4~install: no script for install, continuing
110325 silly install stack-generator@1.1.0 /home/azureuser/compair/node_modules/.staging/stack-generator-772a4a12
110326 info lifecycle stack-generator@1.1.0~install: stack-generator@1.1.0
110327 silly lifecycle stack-generator@1.1.0~install: no script for install, continuing
110328 silly install stack-trace@0.0.10 /home/azureuser/compair/node_modules/.staging/stack-trace-c9f783a8
110329 info lifecycle stack-trace@0.0.10~install: stack-trace@0.0.10
110330 silly lifecycle stack-trace@0.0.10~install: no script for install, continuing
110331 silly install stackframe@0.3.1 /home/azureuser/compair/node_modules/.staging/stackframe-651c9f0f
110332 info lifecycle stackframe@0.3.1~install: stackframe@0.3.1
110333 silly lifecycle stackframe@0.3.1~install: no script for install, continuing
110334 silly install error-stack-parser@1.3.6 /home/azureuser/compair/node_modules/.staging/error-stack-parser-faec44e7
110335 info lifecycle error-stack-parser@1.3.6~install: error-stack-parser@1.3.6
110336 silly lifecycle error-stack-parser@1.3.6~install: no script for install, continuing
110337 silly install source-map@0.5.6 /home/azureuser/compair/node_modules/.staging/source-map-a0e0c848
110338 info lifecycle source-map@0.5.6~install: source-map@0.5.6
110339 silly lifecycle source-map@0.5.6~install: no script for install, continuing
110340 silly install stacktrace-gps@2.4.4 /home/azureuser/compair/node_modules/.staging/stacktrace-gps-9bd2330c
110341 info lifecycle stacktrace-gps@2.4.4~install: stacktrace-gps@2.4.4
110342 silly lifecycle stacktrace-gps@2.4.4~install: no script for install, continuing
110343 silly install stacktrace-js@1.3.1 /home/azureuser/compair/node_modules/.staging/stacktrace-js-e4b9c93b
110344 info lifecycle stacktrace-js@1.3.1~install: stacktrace-js@1.3.1
110345 silly lifecycle stacktrace-js@1.3.1~install: no script for install, continuing
110346 silly install define-property@0.2.5 /home/azureuser/compair/node_modules/.staging/define-property-b43f8b3d
110347 info lifecycle define-property@0.2.5~install: define-property@0.2.5
110348 silly lifecycle define-property@0.2.5~install: no script for install, continuing
110349 silly install static-extend@0.1.2 /home/azureuser/compair/node_modules/.staging/static-extend-67d46fe3
110350 info lifecycle static-extend@0.1.2~install: static-extend@0.1.2
110351 silly lifecycle static-extend@0.1.2~install: no script for install, continuing
110352 silly install class-utils@0.3.6 /home/azureuser/compair/node_modules/.staging/class-utils-953beee8
110353 info lifecycle class-utils@0.3.6~install: class-utils@0.3.6
110354 silly lifecycle class-utils@0.3.6~install: no script for install, continuing
110355 silly install statuses@1.5.0 /home/azureuser/compair/node_modules/.staging/statuses-deeed46f
110356 info lifecycle statuses@1.5.0~install: statuses@1.5.0
110357 silly lifecycle statuses@1.5.0~install: no script for install, continuing
110358 silly install http-errors@1.6.3 /home/azureuser/compair/node_modules/.staging/http-errors-704c9a71
110359 info lifecycle http-errors@1.6.3~install: http-errors@1.6.3
110360 silly lifecycle http-errors@1.6.3~install: no script for install, continuing
110361 silly install serve-index@1.9.1 /home/azureuser/compair/node_modules/.staging/serve-index-a63e0359
110362 info lifecycle serve-index@1.9.1~install: serve-index@1.9.1
110363 silly lifecycle serve-index@1.9.1~install: no script for install, continuing
110364 silly install send@0.16.2 /home/azureuser/compair/node_modules/.staging/send-6e34b0d9
110365 info lifecycle send@0.16.2~install: send@0.16.2
110366 silly lifecycle send@0.16.2~install: no script for install, continuing
110367 silly install stream-exhaust@1.0.2 /home/azureuser/compair/node_modules/.staging/stream-exhaust-af67caa9
110368 info lifecycle stream-exhaust@1.0.2~install: stream-exhaust@1.0.2
110369 silly lifecycle stream-exhaust@1.0.2~install: no script for install, continuing
110370 silly install stream-shift@1.0.0 /home/azureuser/compair/node_modules/.staging/stream-shift-a4278d3f
110371 info lifecycle stream-shift@1.0.0~install: stream-shift@1.0.0
110372 silly lifecycle stream-shift@1.0.0~install: no script for install, continuing
110373 silly install stream-to-array@2.3.0 /home/azureuser/compair/node_modules/.staging/stream-to-array-4ccafeb2
110374 info lifecycle stream-to-array@2.3.0~install: stream-to-array@2.3.0
110375 silly lifecycle stream-to-array@2.3.0~install: no script for install, continuing
110376 silly install async@2.6.3 /home/azureuser/compair/node_modules/.staging/async-daba5cb6
110377 info lifecycle async@2.6.3~install: async@2.6.3
110378 silly lifecycle async@2.6.3~install: no script for install, continuing
110379 silly install ms@2.1.2 /home/azureuser/compair/node_modules/.staging/ms-e3afe9d2
110380 info lifecycle ms@2.1.2~install: ms@2.1.2
110381 silly lifecycle ms@2.1.2~install: no script for install, continuing
110382 silly install debug@3.2.6 /home/azureuser/compair/node_modules/.staging/debug-a639231f
110383 info lifecycle debug@3.2.6~install: debug@3.2.6
110384 silly lifecycle debug@3.2.6~install: no script for install, continuing
110385 silly install string_decoder@1.1.1 /home/azureuser/compair/node_modules/.staging/string_decoder-9d81a9a6
110386 info lifecycle string_decoder@1.1.1~install: string_decoder@1.1.1
110387 silly lifecycle string_decoder@1.1.1~install: no script for install, continuing
110388 silly install string-template@0.2.1 /home/azureuser/compair/node_modules/.staging/string-template-c1f4f711
110389 info lifecycle string-template@0.2.1~install: string-template@0.2.1
110390 silly lifecycle string-template@0.2.1~install: no script for install, continuing
110391 silly install strip-ansi@3.0.1 /home/azureuser/compair/node_modules/.staging/strip-ansi-57c9b571
110392 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
110393 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
110394 silly install string-width@1.0.2 /home/azureuser/compair/node_modules/.staging/string-width-f10269e6
110395 info lifecycle string-width@1.0.2~install: string-width@1.0.2
110396 silly lifecycle string-width@1.0.2~install: no script for install, continuing
110397 silly install strip-bom@2.0.0 /home/azureuser/compair/node_modules/.staging/strip-bom-b9666083
110398 info lifecycle strip-bom@2.0.0~install: strip-bom@2.0.0
110399 silly lifecycle strip-bom@2.0.0~install: no script for install, continuing
110400 silly install strip-bom-stream@1.0.0 /home/azureuser/compair/node_modules/.staging/strip-bom-stream-a93b1203
110401 info lifecycle strip-bom-stream@1.0.0~install: strip-bom-stream@1.0.0
110402 silly lifecycle strip-bom-stream@1.0.0~install: no script for install, continuing
110403 silly install load-json-file@1.1.0 /home/azureuser/compair/node_modules/.staging/load-json-file-076cfc1a
110404 info lifecycle load-json-file@1.1.0~install: load-json-file@1.1.0
110405 silly lifecycle load-json-file@1.1.0~install: no script for install, continuing
110406 silly install strip-bom-buf@1.0.0 /home/azureuser/compair/node_modules/.staging/strip-bom-buf-d864291d
110407 info lifecycle strip-bom-buf@1.0.0~install: strip-bom-buf@1.0.0
110408 silly lifecycle strip-bom-buf@1.0.0~install: no script for install, continuing
110409 silly install strip-indent@1.0.1 /home/azureuser/compair/node_modules/.staging/strip-indent-4a00ab83
110410 info lifecycle strip-indent@1.0.1~install: strip-indent@1.0.1
110411 silly lifecycle strip-indent@1.0.1~install: no script for install, continuing
110412 silly install redent@1.0.0 /home/azureuser/compair/node_modules/.staging/redent-49859b13
110413 info lifecycle redent@1.0.0~install: redent@1.0.0
110414 silly lifecycle redent@1.0.0~install: no script for install, continuing
110415 silly install strip-json-comments@1.0.4 /home/azureuser/compair/node_modules/.staging/strip-json-comments-26651a1c
110416 info lifecycle strip-json-comments@1.0.4~install: strip-json-comments@1.0.4
110417 silly lifecycle strip-json-comments@1.0.4~install: no script for install, continuing
110418 silly install supports-color@2.0.0 /home/azureuser/compair/node_modules/.staging/supports-color-1929adfe
110419 info lifecycle supports-color@2.0.0~install: supports-color@2.0.0
110420 silly lifecycle supports-color@2.0.0~install: no script for install, continuing
110421 silly install chalk@1.1.3 /home/azureuser/compair/node_modules/.staging/chalk-c7daa8e2
110422 info lifecycle chalk@1.1.3~install: chalk@1.1.3
110423 silly lifecycle chalk@1.1.3~install: no script for install, continuing
110424 silly install throttleit@1.0.0 /home/azureuser/compair/node_modules/.staging/throttleit-09bf0621
110425 info lifecycle throttleit@1.0.0~install: throttleit@1.0.0
110426 silly lifecycle throttleit@1.0.0~install: no script for install, continuing
110427 silly install request-progress@2.0.1 /home/azureuser/compair/node_modules/.staging/request-progress-21a9365c
110428 info lifecycle request-progress@2.0.1~install: request-progress@2.0.1
110429 silly lifecycle request-progress@2.0.1~install: no script for install, continuing
110430 silly install through@2.3.8 /home/azureuser/compair/node_modules/.staging/through-0792df94
110431 info lifecycle through@2.3.8~install: through@2.3.8
110432 silly lifecycle through@2.3.8~install: no script for install, continuing
110433 silly install stream-combiner@0.2.2 /home/azureuser/compair/node_modules/.staging/stream-combiner-93bf6bdb
110434 info lifecycle stream-combiner@0.2.2~install: stream-combiner@0.2.2
110435 silly lifecycle stream-combiner@0.2.2~install: no script for install, continuing
110436 silly install split@0.3.3 /home/azureuser/compair/node_modules/.staging/split-9a9edc16
110437 info lifecycle split@0.3.3~install: split@0.3.3
110438 silly lifecycle split@0.3.3~install: no script for install, continuing
110439 silly install pause-stream@0.0.11 /home/azureuser/compair/node_modules/.staging/pause-stream-4b2ca2d5
110440 info lifecycle pause-stream@0.0.11~install: pause-stream@0.0.11
110441 silly lifecycle pause-stream@0.0.11~install: no script for install, continuing
110442 silly install event-stream@3.3.4 /home/azureuser/compair/node_modules/.staging/event-stream-83893be9
110443 info lifecycle event-stream@3.3.4~install: event-stream@3.3.4
110444 silly lifecycle event-stream@3.3.4~install: no script for install, continuing
110445 silly install time-stamp@1.1.0 /home/azureuser/compair/node_modules/.staging/time-stamp-cf2bbceb
110446 info lifecycle time-stamp@1.1.0~install: time-stamp@1.1.0
110447 silly lifecycle time-stamp@1.1.0~install: no script for install, continuing
110448 silly install fancy-log@1.3.3 /home/azureuser/compair/node_modules/.staging/fancy-log-435bd8ad
110449 info lifecycle fancy-log@1.3.3~install: fancy-log@1.3.3
110450 silly lifecycle fancy-log@1.3.3~install: no script for install, continuing
